Weight	Word_1	Part_1	Word_2	Part_2	Text_constants_front	Text_constants_back
100	Welcher Zusammenhang besteht zwischen Frustration, Resignation und Aggression?	Umgang mit Menschen	Wenn Frustration nicht positiv im Sinne einer Konfliktlösung verarbeitet wird, kann sie zur Resignation oder häufig zur Aggression führen.	Umgang mit Menschen	40,18,4	40,22,6
100	Warum verhalten sich Menschen häufig als Teil einer Personenmehrheit anders?	Umgang mit Menschen	Sie fühlen sich dann anonym in der Gruppe oder Menge, passen ihr Verhalten an, geben dem Gruppendruck nach, haben geringeres Verantwortungsgefühl, sind emotional stärker ansprechbar und können auch einen Hang zur Selbstdarstellung haben.	Umgang mit Menschen	40,18,4	38,22,10
100	Was ist unter Deeskalation zu verstehen?	Umgang mit Menschen	Unter Deeskalation sind Verhaltensweisen, Kommunikationstechniken und sonstige Maßnahmen zu verstehen, die zur Entschärfung einer Situation führen.	Umgang mit Menschen	40,19,2	40,20,7
100	Wie kann man vorbeugend eine Eskalation weitestgehend vermeiden?	Umgang mit Menschen	Durch Einsatzmanagement, Eigensicherung und Antizipierung des Verhaltens anderer und daraus resultierende vorbeugende Maßnahmen.	Umgang mit Menschen	40,20,3	40,17,7
100	Welche Grundsätze der Eigensicherung kennen Sie?	Umgang mit Menschen	Gefahrenbewusstsein, Gefahrenerkennung, vorausschauendes Verhalten, gesundes Misstrauen, Absprache im Team, Absprache mit der NSL, Umfeld beobachten, Handlungsablauf bestimmen, Abstand halten.	Umgang mit Menschen	40,15,3	40,18,10
100	Was ist Panik und wie wird das Verhalten des Menschen in dieser Situation bestimmt?	Umgang mit Menschen	- Hierunter ist das plötzlich eintretende Entsetzen von Menschen zu verstehen, die sich scheinbar oder tatsächlich in einer lebensbedrohenden Situation befinden.;- Das Verhalten des Menschen wird durch den Überlebenstrieb bestimmt; Verstand und Gefühl sind ausgeschaltet. Es kommt zum Paniksturm oder zur Panikstarre.	Umgang mit Menschen	40,20,4	33,25,12
100	Was sind panikfördernde Bedingungen?	Umgang mit Menschen	- Personen befinden sich in beengten Räumen, die sie nicht kennen.;- Eine Stimmung kommt auf (z.B. bedingt durch Geruch, Geräusche, Lichtausfall), die das Gefühl einer akuten Bedrohung hervorruft.;- Fluchtweg ist unbekannt, versperrt, schwer erreichbar oder eingeengt (Flaschenhalssyndrom).;- Panikverhalten einzelner überträgt sich auf andere.	Umgang mit Menschen	40,17,2	31,27,12
100	Welche präventiven Maßnahmen sind geeignet, eine Panik zu verhindern?	Umgang mit Menschen	- Information u. Schulung des Sicherheitspersonals;- Zustandskontrollen der Notausgänge, Notbeleuchtung, Fluchtwege, Beschilderung, Feuerlöscheinrichtungen, Geländer etc.;- Einlasskontrollen bei Veranstaltungen mit Suche nach Feuerwerkskörpern etc.;- Gliederung des Veranstaltungsraumes;- vorbereitete Texte für Lautsprecherdurchsagen	Umgang mit Menschen	40,22,3	28,22,14
100	Was ist Frustration?	Umgang mit Menschen	Ein negatives Gefühl, das im Menschen entsteht, wenn er daran gehindert wird, ein angestrebtes Ziel zu erreichen.	Umgang mit Menschen	40,20,1	40,21,5
100	Was sind geschlossenen Fragen?	Umgang mit Menschen	Beispiele:;- Kettenfragen;- Gegenfragen;- Alternativfragen;- Rhetorischefragen	Umgang mit Menschen	40,14,2	40,14,5
100	Was sind offene Fragen?	Umgang mit Menschen	"Offene Fragen sind Fragen, die keine einfache ""Ja/Nein""-Antwort zulassen, sondern eine ausführliche Antwort oder Erzählung erfordern, da sie mit W-Wörtern (Wer, Was, Wann, Wo, Warum, Wie) beginnen.;Beispiele:;- Problemfragen;- Meinungsfragen;- Wissensfragen;- Nutzfragen"	Umgang mit Menschen	40,23,1	33,21,12
100	Was sind Gruppen?	Umgang mit Menschen	Antwort:;- mehrere Personen;- gemeinsames Ziel;- Struktur wird gebildet	Umgang mit Menschen	40,17,1	40,17,4
100	Was ist Psychologie?	Umgang mit Menschen	Ist die Wissenschaft vom erleben und verhalten des Menschen deren Entwicklung in der Lebensspanne.	Umgang mit Menschen	40,20,1	40,18,5
100	Was ist Stress?	Umgang mit Menschen	Erhöhte Leistungsbereitschaft (Anspannung) des Körpers.	Umgang mit Menschen	40,15,1	40,13,4
100	Johari Fenster inneres erleben wie...	Umgang mit Menschen	- Gefühle;- Denken;- Fantasie;- Angst	Umgang mit Menschen	40,18,2	40,8,4
100	Nenne die vier Seiten einer Nachricht.	Umgang mit Menschen	Sachseite - Sachohr;Beziehungsseite - Beziehungsohr;Appellseite - Appellohr;Offenbarungsseite – Offenbarungsohr	Umgang mit Menschen	40,18,2	40,17,6
100	Welche Komminikationsebenen gibt es?	Umgang mit Menschen	Sachebene;Beziehungsebene	Umgang mit Menschen	40,11,3	40,12,2
100	Frustration entsteht durch ...	Umgang mit Menschen	- jede Behinderung beim Anstreben eines Ziels;- Nichterreichen eines gesteckten Ziels;- Unterbrechung von Zielgerechtern Handeln;Reaktion: Aggression, Depression, Trotzreaktion	Umgang mit Menschen	40,14,2	40,21,8
100	"Was ist der Sprachliche Ausdruck ""Das Paraverbale""?"	Umgang mit Menschen	Es ist das Übersprachliche.;- Ausdruck;- Stimmlage;- Betonung;- Räuspern;- Pausen	Umgang mit Menschen	40,16,3	40,10,7
100	Was ist der äußerer Eindruck des Nonverbale?	Umgang mit Menschen	- Körperlicher Auftreten;- Mimik;- Gestik;- Körperhaltung;- Distanzverhalten	Umgang mit Menschen	40,21,2	40,14,5
100	"Was ist der Sprachliche Ausdruck ""Das Verbale""?"	Umgang mit Menschen	- Das Sprachliche (Inhalt);- Sprachaussage;- Hinweisekonkrete;- Benennung	Umgang mit Menschen	40,23,2	40,17,4
100	"Äußere Eindruck? ""oder"" Was ist das Extraverbale?"	Umgang mit Menschen	- natürliche Gegebenheiten;- Alter;- Größe;- Abstammung;- Kleidung;- Frisur	Umgang mit Menschen	40,24,2	40,11,6
100	Was ist Kontrolle?	Umgang mit Menschen	soll, ist, vergleich	Umgang mit Menschen	40,18,1	40,20,1
100	Johari Fenster Bewustes Verhalten ist?	Umgang mit Menschen	geplant, Kontrolliert, durchdacht, Beleidigung, Eindruck machen, Bedanken	Umgang mit Menschen	40,18,2	40,17,4
100	Was ist das Selbstwertgefühl?	Umgang mit Menschen	Das Gefühl vom Wert des eigenen Selbst.	Umgang mit Menschen	40,14,2	40,19,2
100	Was sind geistige Ursachen bei einem Konflikt?	Umgang mit Menschen	Emotion, Stimmung, Gefühle, anderes Verständnis, Ängste, Wertanschauung, Mentalität	Umgang mit Menschen	40,14,3	40,15,5
100	Was sind die körperliche Ursachen bei der Aggression?	Umgang mit Menschen	falscher Körperausdruck, Fehler bei der Betonung, Aussprache und Lautstärke, Ungenauigkeit in der Sprache, Mimik und Gestik, Gewaltanwendung	Umgang mit Menschen	40,17,3	40,22,6
100	Wann besitzt eine Person gemäß WaffG die erforderliche persönliche Eignung?	Umgang mit Waffen	Wenn die Person geschäftsfähig ist	Umgang mit Waffen	40,18,4	40,16,2
100	Ein Sicherheitsmitarbeiter findet während seines Streifenganges eine offensichtlich erlaubnispflichtige Schusswaffe. Wozu ist er waffenrechtlich verpflichtet?	Umgang mit Waffen	Unverzüglich eine Anzeige bei der zuständigen Behörde zu machen	Umgang mit Waffen	40,18,8	40,20,3
100	Welche Voraussetzungen müssen für die Erteilung des kleinen Waffenscheins gemäß WaffG vorliegen?	Umgang mit Waffen	Zuverlässigkeit	Umgang mit Waffen	40,23,4	40,15,1
100	Welches ist keine wesentliche Voraussetzung für eine waffenrechtliche Erlaubnis nach dem Waffengesetz?	Umgang mit Waffen	Sachkundeprüfung nach § 34a GewO	Umgang mit Waffen	40,19,5	40,15,2
100	Mit welcher waffenrechtlichen Erlaubnis ist der Erwerb und Besitz von Munition für Faustfeuerwaffen möglich?	Umgang mit Waffen	Mit einer Eintragung in einer Waffenbesitzkarte für die darin eingetragenen Schusswaffen	Umgang mit Waffen	40,17,6	40,21,4
100	Ein 16-jähriger Junge trägt auf der Straße ein Reizstoffsprühgerät bei sich. Ist das zulässig?	Umgang mit Waffen	Nein, für den Besitz und das Führen von Reizstoffsprühgeräten gilt ein Mindestalter von 18 Jahren	Umgang mit Waffen	40,22,4	40,18,5
100	Was muss gemäß WaffG getan werden, wenn eine erlaubnispflichtige Schusswaffe verloren geht?	Umgang mit Waffen	Der Vorfall muss unverzüglich der zuständigen Behörde angezeigt werden	Umgang mit Waffen	40,17,5	40,16,4
100	Wozu berechtigt der Waffenschein gemäß WaffG?	Umgang mit Waffen	Zum Führen von halbautomatischen Pistolen	Umgang mit Waffen	40,14,3	40,13,3
100	Wie sind erlaubnispflichtige Kurzwaffen gemäß WaffG aufzubewahren?	Umgang mit Waffen	Erlaubnispflichtige Kurzwaffen sind so aufzubewahren, dass ein Abhandenkommen und der Zugriff unbefugter Dritter nicht möglich ist.	Umgang mit Waffen	40,15,4	40,21,6
100	Wie lange gilt gemäß WaffG ein Waffenschein?	Umgang mit Waffen	Er wird für bestimmte Schusswaffen auf höchstens drei Jahre erteilt. Die Geltungsdauer kann zweimal um höchstens je drei Jahre verlängert werden	Umgang mit Waffen	40,21,2	40,19,7
100	"Welche Art von Waffen darf der Inhaber eines ""kleinen Waffenscheins"" in der Öffentlichkeit (ausgenommen öffentliche Veranstaltungen) führen?"	Umgang mit Waffen	"Schreckschusswaffen mit Zulassungszeichen ""PTB"""	Umgang mit Waffen	40,22,6	40,23,2
100	Was regelt das WaffG?	Umgang mit Waffen	Es regelt, welche Personen Umgang mit Waffen oder Munition haben dürfen. Dabei müssen die Belange der öffentlichen Sicherheit und Ordnung berücksichtigt werden	Umgang mit Waffen	40,21,1	40,21,7
100	Welche Aussagen zu Anscheinswaffen sind gemäß WaffG richtig?	Umgang mit Waffen	Anscheinswaffen sind z.B. unbrauchbar gemachte Schusswaffen mit dem Aussehen von Feuerwaffen	Umgang mit Waffen	40,19,3	40,17,5
100	Wozu ist gemäß WaffG ein Waffenschein erforderlich?	Umgang mit Waffen	Zum Ausüben der tatsächlichen Gewalt über Schusswaffen außerhalb bestimmter eigener Räume, z. B. Geschäftsräume oder Wohnungen	Umgang mit Waffen	40,25,2	40,17,7
100	Was muss gemäß WaffG getan werden, wenn eine erlaubnispflichtige Schusswaffe verloren geht?	Umgang mit Waffen	Der Vorfall muss unverzüglich der zuständigen Behörde angezeigt werden.	Umgang mit Waffen	40,17,5	40,17,4
100	Bei welchen Waffen ist der Besitz erlaubt, aber das Führen gemäß WaffG grundsätzlich verboten?	Umgang mit Waffen	Anscheinswaffen	Umgang mit Waffen	40,22,4	40,15,1
100	Wann ist zum Erwerb von Munition ein Munitionserwerbsschein gemäß WaffG erforderlich?	Umgang mit Waffen	Wenn Patronenmunition z. B. für Pistolen mit dem Kaliber 9 mm erworben wird	Umgang mit Waffen	40,20,4	40,18,4
100	Der Inhaber eines Waffenscheins will im Handel Munition erwerben. Als Bewachungsunternehmer kann er dafür ein wirtschaftliches Bedürfnis nachweisen. Ist der Munitionserwerb mit dem Waffenschein möglich?	Umgang mit Waffen	Nein. Der Waffenschein berechtigt nur zum Führen einer Schusswaffe	Umgang mit Waffen	40,19,10	40,21,3
100	Was sind verbotene Waffen gemäß WaffG?	Umgang mit Waffen	Stahlruten	Umgang mit Waffen	40,18,2	40,10,1
100	Was sind Voraussetzungen für die Erteilung einer Waffenbesitzkarte gemäß WaffG?	Umgang mit Waffen	Der Nachweis der Waffensachkunde und der erforderlichen Zuverlässigkeit	Umgang mit Waffen	40,15,5	40,17,4
100	Welche Kennzeichnung tragen Schusswaffen?	Umgang mit Waffen	Beschusszeichen	Umgang mit Waffen	40,20,2	40,15,1
100	Welche Zielrichtung verfolgen die waffenrechtlichen Gesetze und Verordnungen?	Umgang mit Waffen	Die waffenrechtlichen Regelungen dienen der Aufrechterhaltung der öffentlichen Sicherheit und Ordnung.	Umgang mit Waffen	40,18,4	40,19,5
100	Was sind Waffen im Sinne des Waffenrechtes?	Umgang mit Waffen	Es sind Schusswaffen und ihnen gleichgestellte Gegenstände und tragbare Gegenstände.	Umgang mit Waffen	40,21,2	40,20,4
100	Was sind Schusswaffen?	Umgang mit Waffen	Gegenstände, die zum Angriff oder zur Verteidigung, zur Signalgebung, zur Jagd, zur Distanzinjektion, zur Markierung, zum Sport oder zum Spiel bestimmt sind und bei denen Geschosse durch einen Lauf getrieben werden.	Umgang mit Waffen	40,22,1	40,20,10
100	Was sind Schusswaffen gleichgestellte Gegenstände?	Umgang mit Waffen	Tragbare Gegenstände, die zum Abschießen von Munition bestimmt sind oder von denen feste Körper gezielt durch Muskelkraft verschossen werden können (z.B. Armbrüste)	Umgang mit Waffen	40,16,3	40,19,8
100	Welche Voraussetzungen müssen für den Umgang mit Schusswaffen vorliegen?	Umgang mit Waffen	- Vollendung des 18. Lebensjahres;- Zuverlässigkeit und persönliche Eignung;- Nachweis der Sachkunde;- Nachweis eines Bedürfnisses;- zusätzlich Haftpflichtversicherung beim Waffenschein	Umgang mit Waffen	40,17,4	40,17,10
100	Welche Bedeutung haben die wesentlichen Teile von Schusswaffen?	Umgang mit Waffen	Sie stehen den Schusswaffen gleich.	Umgang mit Waffen	40,20,3	40,17,2
100	Was sind tragbare Gegenstände?	Umgang mit Waffen	Im wesentlichen Hieb- und Stoßwaffen, aber auch besondere Messer wie Spring-, Fall-, Faust- u. Faltmesser (Butterfly)	Umgang mit Waffen	40,14,2	40,22,5
100	Was ist unter dem Führen einer Waffe zu verstehen?	Umgang mit Waffen	Die Ausübung der tatsächlichen Gewalt über die Waffe außerhalb der eigenen Wohnung, Geschäftsräume oder des eigenen befriedeten Besitztums.	Umgang mit Waffen	40,24,2	40,19,7
100	Womit wird die Erlaubnis zum Erwerben / Besitzen einer Schusswaffe erteilt?	Umgang mit Waffen	Mit einer Waffenbesitzkarte (WBK)	Umgang mit Waffen	40,24,3	40,16,2
100	Was braucht man zum Führen einer Schusswaffe?	Umgang mit Waffen	Einen Waffenschein	Umgang mit Waffen	40,14,3	40,18,1
100	"Was ist der so genannte ""Kleine Waffenschein""?"	Umgang mit Waffen	Eine Erlaubnis zum Führen von:;- Schreckschusswaffen (Kartuschenmunition);- Reizstoffwaffen;- Signalwaffen;Es ist keine Waffensachkundeprüfung und kein Bedürfnisnachweis sowie kein Haftpflichtnachweis erforderlich.	Umgang mit Waffen	40,22,2	36,18,11
100	Was ist unter einer Anscheinswaffe zu verstehen und wo darf sie nur geführt werden?	Umgang mit Waffen	Es handelt sich um eine Nachbildung, die einer echten Schusswaffe täuschend ähnlich sieht. Aber auch Waffen die andere Gegenstände nachtäuschen (z.B. Regenschirm). Sie darf nur im abgetrennten Privatbereich geführt werden.	Umgang mit Waffen	40,20,4	38,21,10
100	Dürfen Sicherheitsmitarbeiter eine zugelassene Verteidigungswaffe, z.B. einen Schlagstock, in der Öffentlichkeit bei der Berufsausübung führen?	Umgang mit Waffen	Grundsätzlich ist das Führen in der Öffentlichkeit verboten, aber das WaffG lässt eine Ausnahme bei Vorliegen eines berechtigten Interesses im Zusammenhang mit der Berufsausübung zu. Bei öffentlichen Veranstaltungen muss allerdings eine Erlaubnis der zuständigen Behörde eingeholt werden (vgl. §§ 42 und 42 a WaffG.	Umgang mit Waffen	40,19,7	34,25,12
100	Wie sind verbotene Waffen nach dem WaffG einzustufen?	Umgang mit Waffen	Jeglicher Umgang mit verbotenen Waffen ist unzulässig. Zuwiderhandlungen stellen grundsätzlich eine Straftat dar.	Umgang mit Waffen	40,17,3	40,18,6
100	Was sind beispielsweise verbotene Waffen?	Umgang mit Waffen	- Geräte, die einen anderen Gegenstand vortäuschen;- Stahlruten, Totschläger, Schlagringe;- Wurfsterne, Molotowcocktails;- Distanz-Elektroimpulsgeräte;- Elektroimpulsgeräte ohne Prüfzeichen;- Reizsprühgeräte ohne Prüfzeichen;- Faustmesser, Faltmesser (Butterfly), Fallmesser, Springmesser;Ausnahme: wenn die Klinge seitlich aus dem Griff herausspringt und der aus dem Griff herausragende Teil höchstens 8,5 cm lang und nicht zweiseitig geschliffen ist	Umgang mit Waffen	40,20,2	27,31,14
100	Gibt es spezielle Regelungen für Bewachungsunternehmer und ihr Bewachungspersonal im Hinblick auf Schusswaffen und Munition?	Umgang mit Waffen	Ja, im § 28 WaffG sind spezielle Regelungen für Erwerb, Besitz und Führen niedergelegt, aber auch die BewachV und die BGV C 7 enthalten besondere Vorschriften.	Umgang mit Waffen	40,16,7	40,21,7
100	Was ist im Veranstaltungsdienst im Hinblick auf Waffen zu beachten?	Umgang mit Waffen	Generell ist das Führen von Waffen bei öffentlichen Vergnügungen, Volksfesten, Sportveranstaltungen, Messen, Märkten oder ähnlichen öffentlichen Veranstaltungen verboten. Hiervon kann die zuständige Behörde unter bestimmten Voraussetzungen Ausnahmen zulassen.	Umgang mit Waffen	40,16,4	37,22,11
100	Was sind Geschosse im Sinne des Waffengesetzes?	Umgang mit Waffen	– feste Körper (Einzelgeschosse oder Schrote) oder;– gasförmige, flüssige oder feste Stoffe in Umhüllungen, die zum Verschießen aus Schusswaffen bestimmt sind.	Umgang mit Waffen	40,15,3	40,16,9
100	Was bedeutet das Beschusszeichen?	Umgang mit Waffen	Die Schusswaffe wurde auf Haltbarkeit, Handhabungssicherheit und Maßhaltigkeit behördlich geprüft.	Umgang mit Waffen	40,16,2	40,18,5
100	Welche Kennzeichen trägt üblicherweise eine Schusswaffe?	Umgang mit Waffen	Auf einer Schusswaffe befinden sich üblicherweise folgende Kennzeichen:;– Name, Firma oder eingetragenes Warenzeichen eines Waffenherstellers oder -händlers, der im Geltungsbereich dieses Gesetzes eine gewerbliche Niederlassung hat;– die Bezeichnung der handelsüblichen Munition;– eine fortlaufende Nummer;– ein Beschusszeichen	Umgang mit Waffen	40,18,3	30,24,13
100	Was bedeutet “zu überlassen” im Sinne des Waffengesetzes?	Umgang mit Waffen	Im Sinne des Gesetzes überlässt einen Gegenstand, der einem Anderen die tatsächliche Gewalt über ihn einräumt.	Umgang mit Waffen	40,18,3	40,21,5
100	Wem dürfen erlaubnispflichtige Schusswaffen überlassen werden?	Umgang mit Waffen	– an Berechtigte (Waffenbesitzkarteninhaber, Jagdscheininhaber soweit es sich um Waffen handelt, die länger als 60 cm sind, ausgenommen Selbstladewaffen, deren Magazin mehr als zwei Patronen aufnehmen kann);– an konzessionierte Waffenhändler;– einem Büchsenmacher zum Zweck der Instandsetzung, einer Person zur sicheren Aufbewahrung sowie zum gewerbsmäßigen oder nichtgewerbsmäßigen Befördern zu einem Berechtigten überlassen werden	Umgang mit Waffen	40,14,4	28,29,14
100	Was ist zu veranlassen, wenn eine jemand (Privatperson) einem anderen Berechtigten eine Schusswaffe überlässt?	Umgang mit Waffen	Bei dieser Art des Überlassens sind der Erwerber und der Überlasser verpflichtet, ihre Waffenbesitzkarten innerhalb von zwei Wochen der Behörde zur Eintragung des Besitzwechsels und der sonstigen vorgeschriebenen Angaben vorzulegen.	Umgang mit Waffen	40,21,5	38,22,10
100	Dürfen Sie als Finder eine Schusswaffe an sich nehmen? Was haben Sie zu veranlassen?	Umgang mit Waffen	Sie dürfen die Waffe an sich nehmen. Die Waffe ist unverzüglich dem Verlierer, Eigentümer oder sonstigen Empfangsberechtigten oder der für die Entgegennahme der Fundanzeige zuständigen Stelle abzuliefern.	Umgang mit Waffen	40,20,4	40,19,10
100	Wo kann Munition frei erworben werden?	Umgang mit Waffen	Zum sofortigen Verbrauch auf dem Schießstand.	Umgang mit Waffen	40,18,2	40,22,2
100	Unter welchen Voraussetzungen darf man in einem fremden Besitztum eine Schusswaffe ohne Waffenschein bei sich haben?	Umgang mit Waffen	Unter der Voraussetzung, dass der über das Besitztum Verfügungsberechtigte dem zugestimmt hat.	Umgang mit Waffen	40,15,7	40,18,5
100	Wann ist eine Waffe schussbereit?	Umgang mit Waffen	Wenn sie geladen ist, d.h. Munition oder Geschosse in Trommel, Magazin oder Patronenlager sind, auch wenn die Waffe nicht gespannt oder wenn sie gesichert ist.	Umgang mit Waffen	40,16,2	40,21,7
100	Wann ist eine Waffe zugriffsbereit?	Umgang mit Waffen	Wenn sie mit wenigen Griffen in Anschlag gebracht werden kann. Nicht zugriffsbereit ist z.b. eine in einem Futteral untergebrachte Waffe.	Umgang mit Waffen	40,17,2	40,22,6
100	Welche Legitimationspapiere sind beim Führen einer Schusswaffe mitzuführen?	Umgang mit Waffen	Personalausweis, Pass, Jagdschein oder Dienstausweis und die Waffenbesitzkarte, erforderlichenfalls der Waffenschein.	Umgang mit Waffen	40,18,4	40,18,6
100	Muss der Schusswaffengebrauch in den Notwehrfällen unterbleiben, in denen der Angegriffene den Angriff auf andere Weise abwehren kann?	Umgang mit Waffen	Ja!	Umgang mit Waffen	40,18,7	40,3,1
100	Muss im Notwehrfall vor dem Gebrauch der Schusswaffe der Angreifer gewarnt werden?	Umgang mit Waffen	Soweit es die Umstände erlauben, soll vor dem Schusswaffengebrauch durch Zuruf, Warnschuss oder auf andere Weise gewarnt werden.	Umgang mit Waffen	40,19,4	40,20,6
100	Ist in Notwehrfällen, bei denen von der Waffe Gebrauch gemacht werden darf, die Abgabe eines “Todesschusses” möglich?	Umgang mit Waffen	Den Angreifer zu töten soll vermieden werden; besonders, wenn sich der Angriff nicht gegen das Leben richtet.	Umgang mit Waffen	40,18,6	40,20,5
100	Besteht die Notwehrsituation auch bei der Gefahr des Verlustes geringwertiger Gegenstände?	Umgang mit Waffen	Nein! Bei Gefahr des Verlustes geringwertiger Gegenstände ist der Schusswaffengebrauch keine durch Notwehr gebotene Verteidigungshandlung.	Umgang mit Waffen	40,17,5	40,18,7
100	Ist der Schusswaffengebrauch als Notwehr gegenüber Kindern zulässig?	Umgang mit Waffen	Gegenüber Kindern ist es in aller Regel zumutbar, auf Abwehr mit der Schusswaffe zu verzichten.	Umgang mit Waffen	40,16,4	40,18,5
100	Ist Schusswaffengebrauch als Notwehr erforderlich, wenn der Angegriffene dem Angriff ausweichen kann?	Umgang mit Waffen	In den Fällen, in denen der Angegriffene ohne Preisgabe wesentlicher eigener Interessen dem Angriff ausweichen kann, ist der Schusswaffengebrauch als Notwehr nicht geboten.	Umgang mit Waffen	40,19,5	40,20,8
100	Ist Signalpistolen zu führen erlaubnispflichtig?	Umgang mit Waffen	Signalpistolen zu führen ist nicht erlaubnispflichtig, wenn ihre Bauart nach § 22 Abs. 2 WaffG zugelassen ist und sie das vorgeschriebene Zulassungszeichen tragen, also Signalpistolen mit einem Patronen- oder Kartuschenlager bis 12 mm Durchmesser. Pistolen mit größerem Patronen- oder Kartuschenlager bedürfen zum Führen eines Waffenscheines.	Umgang mit Waffen	40,23,2	33,27,12
100	Was ist bei der Waffen- und Munitionsaufbewahrung zu beachten?	Umgang mit Waffen	Schusswaffen und Munition sind gegen Abhandenkommen und Diebstahl zuverlässig zu sichern. Kurzwaffen sind, auch wenn sie sich in einer ordnungsgemäß verschlossenen Wohnung befinden, noch besonders einzuschließen. Langwaffen sind, soweit sie nicht besonders eingeschlossen werden, durch Anschließen oder gleichwertige Maßnahmen gegen unbefugten Zugriff zu sichern.	Umgang mit Waffen	40,14,4	30,29,12
100	Was ist zu tun, wenn Erlaubnisurkunden abhanden kommen?	Umgang mit Waffen	Kommen jemandem Erlaubnisurkunden abhanden, so hat er das binnen einer Woche, nachdem er davon Kenntnis erlangt hat, der zuständigen Behörde anzuzeigen. Wer davon Kenntnis erlangt hat, der zuständigen Behörde anzuzeigen.	Umgang mit Waffen	40,17,3	39,21,10
100	Was ist zu tun, wenn Waffen oder Munition abhanden kommen?	Umgang mit Waffen	Das Abhandenkommen ist innerhalb einer Woche seit Kenntniserlangung bei der zuständigen Behörde anzuzeigen.	Umgang mit Waffen	40,18,3	40,20,5
100	Sind Sie in Bezug auf Ihre Waffen zur Auskunft gegenüber der Behörde verpflichtet?	Umgang mit Waffen	Ja! Wer eine Erlaubnis nach dem Waffengesetz erhalten hat oder sonst die tatsächliche Gewalt über Schusswaffen ausübt, hat der zuständigen Behörde die für die Durchführung des Gesetzes erforderlichen Auskünfte zu erteilen.	Umgang mit Waffen	40,19,4	40,21,10
100	Durch welche Vorrichtungen wird eine Waffe gesichert?	Umgang mit Waffen	Durch die Sicherungen. Die Betätigung der Sicherungen erfolgt durch – Schieber, – Hebel oder Flügel entweder selbsttätig beim Spannen der Waffe (automatische Sicherung) oder – von Hand.	Umgang mit Waffen	40,17,3	40,22,8
100	Welchen Zweck haben die Sicherungen an Schusswaffen?	Umgang mit Waffen	dienen dazu, die unbeabsichtigte Schussauslösung zu verhindern.	Umgang mit Waffen	40,16,3	40,15,4
100	Woran erkennt man im Allgemeinen, ob eine Schusswaffe gesichert oder entsichert ist?	Umgang mit Waffen	Im allgemeinen wird bei der Entsicherung ein roter Punkt oder ein “F” (= Feuer) und im gesicherten Zustand ein “S” (= sicher) sichtbar. Bei manchen Waffen tritt, solange die Feder des Schlagbolzens gespannt ist, ein Stift aus dem Verschluss.	Umgang mit Waffen	40,20,4	40,23,10
100	Woran erkennt man, welche Munition aus einer Schusswaffe verschossen werden kann?	Umgang mit Waffen	Die Bezeichnung der Munition muss mit der Angabe auf der Schusswaffe übereinstimmen.	Umgang mit Waffen	40,19,4	40,16,5
100	Welche Arten von Kurzwaffen gibt es?	Umgang mit Waffen	– Revolver und Pistolen zum Verschießen von Patronenmunition;– Luftdruck- und CO2-Pistolen;– Schreckschuss-, Reizstoff- und Signalwaffen.	Umgang mit Waffen	40,17,2	40,16,8
100	Was sind Waffen?	Umgang mit Waffen	1. Schusswaffen (Feuerwaffen, Luft- und Federdruckkwaffen, Wesentliche Teile von Schusswaffen);2. Gleichgestellte Gegenstände (Schreckschuss, Reizstoff und Signalwaffen, Armbrüste, Harpunen);3. Tragbare Gegenstände – die zu Angriffs und Verteidigungszwecken bestimmt sind;4. Tragbare Gegenstände – die zu Angriffs und Verteidigungszwecken geeignet sind und im Gesetz genannt sind;Auch unbrauchbar gemachte Schusswaffen, Spielzeuge, Kriegswaffen und Nachbildungen werden als Waffen eingestuft, haben dann aber spezielle waffenrechtliche Einschränkungen und Eigenschaften.	Umgang mit Waffen	40,16,1	23,34,16
100	Welche Erlaubnissesind für Waffen gebraucht?	Umgang mit Waffen	Grundsätzlich ist jeder Umgang mit Schusswaffen, Munition und gleichgestellten Gegenständen nicht gestattet – und erlaubnispflichtig.;Es gibt fünf wesentliche Erlaubnisse:;1. Waffenbesitzkarte;2. Munitionserwerbsschein;3. kleiner Waffenschein;4. Waffenschein;5. Schießerlaubnis	Umgang mit Waffen	40,21,2	34,22,12
100	Benennen Sie Begriffe im Umgang mit Waffen.	Umgang mit Waffen	Besitzen: Eine Waffe oder Munition besitzt, wer die tatsächliche Gewalt darüber ausübt.;Überlassen: Wer einer anderen Person den Besitz über eine Waffe oder Munition einräumt (z.B. Übergeben);Erwerben: Eine Waffe oder Munition erwirbt, wer die tatsächliche Gewalt darüber erlangt. (z.B. durch Kauf, durch Ausleihen);Führen: Eine Waffe oder Munition führt, wer die tatsächliche Gewalt außerhalb einer eigenen Wohnung, eigenen Geschäftsräumen, eigenen befriedeten Besitztums oder einer Schießstätte ausübt.;Schießen: Wer mit einer Schusswaffe Geschosse durch einen Lauf verschießt, Kartuschenmunition verschießt, mit Patronen oder Kartuschenmunition Reiz- oder andere Wirkstoffe verschießt, oder pyrotechnische Munition verschießt.	Umgang mit Waffen	40,21,2	20,44,16
